// Grasscutter 3.6.0 GM Handbook
// Created 2023/04/12 16:09:54


// Commands
       account : 建立或刪除帳號。
   achievement : 🇺🇸Grant, Revoke or Progress achievements.
      announce : 發送公告給所有在線玩家，或者是更改伺服器的公告。
         clear : 從你的背包中刪除所有未裝備且未上鎖的物品，包括稀有物品。
          coop : 強制傳送指定用戶到他人的世界。如果未指定玩家，則會將你設為多人遊戲狀態。
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 進入指定祕境。
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : 給予指定物品。
          heal : 治療當前隊伍的角色。
          help : 發送幫助信息或顯示特定命令的信息
       killall : 殺死所有怪物。
      language : 顯示或切換當前語言。
          list : 查看所有在線玩家
         melon : This value does not exist. Please report this to the Discord: commands.melon.description
    permission : 指派或移除指定玩家的權限。
      position : 獲取所在坐標和旋轉信息
         quest : 添加或完成任務
        reload : 重新加載設定檔和數據。
        remote : 🇺🇸Use this to access commands from web
    resetConst : 重置當前角色的命之座，重新登入後將會生效。
resetShopLimit : 重置所選玩家的商店刷新時間。
      sendMail : 向指定用戶發送郵件。此指令的用法可根據附加的參數而改變。
   sendMessage : 向指定玩家發送訊息。
     sendNotif : This value does not exist. Please report this to the Discord: commands.sendNotif.description
      setConst : 設定當前角色的命之座。
setFetterLevel : 設定當前角色的好感度等級。
       setProp : 設定帳號屬性。 比如可以通過此命令啟用無敵，也可以解鎖深淵或更改紀行等級。
                    可更改的屬性列表： godmode(無敵)|nostamina(無限體力)|unlimitedenergy(無限元素能量)|abyss(深淵螺旋)|worldlevel(世界等級)|bplevel(紀行等級)
                    (cont.) `有關其他可能的數值，請參閱 PlayerProperty 列舉。 (範例 PROP_MAX_SPRING_VOLUME -> max_spring_volume)`
      setStats : 設定當前角色的數據類型。
                    可使用的數據類型：hp (生命值)| maxhp (最大生命值) | def(防禦力) | atk (攻擊力)| em (元素精通) | er (元素充能效率) | crate(暴擊率) | cdmg (暴擊傷害)| cdr (冷卻縮減) | heal(治療加成)| heali (受治療加成)| shield (護盾強效)| defi (無視防禦)
                    (cont.) 元素增傷類：epyro (火傷) | ecryo (冰傷)  | ehydro (水傷)  | egeo (岩傷)  | edendro (草傷) | eelectro (雷傷) | ephys (物傷)(cont.) 元素減傷類：respyro (火抗)  | rescryo (冰抗)  | reshydro (水抗)  | resgeo (岩抗) | resdendro (草抗) | reselectro (雷抗)  | resphys (物抗)
         spawn : 在你附近生成一個實體動物。
          stop : 以正常的方式關閉伺服器。
        talent : 設定當前角色的天賦等級
          team : 手動修改您的隊伍配置。
      teleport : 將玩家的位置傳送到你所指定的座標。
   teleportAll : 將你世界裡的所有玩家傳送到你目前的所在位置。
       weather : 更改天氣ID和氣候型別。天氣ID可以在 ./Resources/ExcelBinOutput/WeatherExcelConfigData.json 中找到。
 41049007 : Yoimiya_AimingArrow_NoFire - [N/A] 315455757
 41049008 : Yoimiya_AimingArrow_WithFire - [N/A] 203627981
 41049010 : Yoimiya_FireRing - [N/A] 1733702373
 41049011 : Yoimiya_GoldFish - [N/A] 2336621549
 41049014 : Yoimiya_ElementalBurst_Bullet - [N/A] 3924325645
 41049021 : Yoimiya_Arrow_Art_01 - [N/A] 1669098445
 41049022 : Yoimiya_Arrow_Art_02 - [N/A] 716198901
 41049023 : Yoimiya_Arrow_Art_03 - [N/A] 315584829
 41049024 : Yoimiya_Arrow_Art_04 - [N/A] 1334854229
 41049025 : Yoimiya_Arrow_Art_05 - [N/A] 2485372653
 41049026 : Yoimiya_TalentArrow_01 - [N/A] 85877221
 41049027 : Yoimiya_TalentArrow_02 - [N/A] 484358629
 41049028 : Yoimiya_TalentArrow_03 - [N/A] 2216302397
 41049029 : Yoimiya_TalentArrow_04 - [N/A] 2565333717
 41049030 : Yoimiya_TalentArrow_05 - [N/A] 4290648501
 41050001 : Tohma_ExtraAttack_Bullet - [N/A] 1286271901
 41050002 :  - [N/A] 794782981
 41050003 :  - [N/A] 3034981285
 41050004 :  - [N/A] 1111917845
 41051001 : Eula_ElementalArt_IceWave - [N/A] 561776661
 41051002 : Eula_ElementalBurst_Judgment - [N/A] 1847672869
 41051003 : Eula_ElementalArt_ExtraAttack_1 - [N/A] 2745641797
 41051004 : Eula_ElementalArt_ExtraAttack_2 - [N/A] 3086871429
 41052001 : Shougun_ElementalArt_EyeBoom - [N/A] 4118207765
 41053001 : Sayu_ElementalArt_Bullet - [N/A] 3328996925
 41053002 : Sayu_ElementalArt_Roll_Bullet - [N/A] 3635975909
 41053003 : Sayu_ElementalBurst_Phantom - [N/A] 1476100813
 41054002 : Kokomi_ElementalArt_Gadget - [N/A] 2910073101
 41054011 : Kokomi_NormalAttack_Bullet_1 - [N/A] 3812075397
 41054012 : Kokomi_NormalAttack_Bullet_2 - [N/A] 3959397749
 41054013 : Kokomi_NormalAttack_Bullet_3 - [N/A] 3851572485
 41054021 : Kokomi_NormalAttack_Bullet_1_Burst - [N/A] 1397090421
 41054022 : Kokomi_NormalAttack_Bullet_2_Burst - [N/A] 3977270405
 41054023 : Kokomi_NormalAttack_Bullet_3_Burst - [N/A] 472350973
 41054031 : Kokomi_NormalAttack_Bullet_Bounce - [N/A] 1028576021
 41055001 : Gorou_Arrow_01 - [N/A] 286879301
 41055002 : Gorou_Arrow_02 - [N/A] 1102371389
 41055003 : Gorou_Arrow_03 - [N/A] 3729587117
 41055004 : Gorou_Arrow_04 - [N/A] 846457101
 41055005 : Gorou_Arrow_05 - [N/A] 1310759949
 41055006 : Gorou_ElementalArt_FieldLand - [N/A] 1525715645
 41055007 : Gorou_ElementalBurst_Dog - [N/A] 12082389
 41055008 : Gorou_ElementalBurst_FieldLand - [N/A] 4031080005
 41055010 : Gorou_AimingArrow_WithoutRock - [N/A] 1457025301
 41055011 : Gorou_AimingArrow_Rock - [N/A] 112055293
 41056001 : Sara_Arrow_01 - [N/A] 226224821
 41056002 : Sara_Arrow_02 - [N/A] 521816581
 41056003 : Sara_Arrow_03 - [N/A] 3641992893
 41056004 : Sara_Arrow_04 - [N/A] 3685250461
 41056005 : Sara_Arrow_05 - [N/A] 2988253325
 41056006 : Sara_AimingArrow_WithoutElectric - [N/A] 1214393789
 41056007 : Sara_AimingArrow_Electric - [N/A] 3424399085
 41056008 : Sara_Elemental_Art_Bullet - [N/A] 3697279917
 41056009 : Sara_Aim_TrackBullet - [N/A] 1753742141
 41056010 : Sara_Elemental_Burst_AttackWave - [N/A] 313916245
 41056011 : Sara_KarasShoot_DelayAttack - [N/A] 2428208453
 41056012 : Sara_Elemental_Burst_AttackWave_Trigger - [N/A] 726709757
 41056013 : Sara_KarasShoot_Constellation_Dummy - [N/A] 782808749
 41057001 : Itto_ExtraAttack_Mask - [N/A] 632636253
 41057002 : Itto_ElementalArt_OniBull_Bullet - [N/A] 2372600037
 41057003 : Itto_ElementalArt_OniBull - [N/A] 1383364517
 41057004 : Itto_Symbol_Bullet - [N/A] 1983771557
 41058001 : Yae_NormalAttack01_Gadget - [N/A] 3613980685
 41058002 : Yae_NormalAttack02_Gadget - [N/A] 3978993341
 41058003 : Yae_NormalAttack03_Gadget - [N/A] 4118234581
 41058004 : Yae_ExtraAttack_Bullet - [N/A] 807617101
 41058005 : Yae_ElementalArt_Bullet - [N/A] 297969437
 41058006 : Yae_ElementalArt_Bullet_HasTarget - [N/A] 70595813
 41058007 : Yae_ElementalArt_Bullet_Air - [N/A] 2578976805
 41058008 : Yae_ElementalArt_FoxTower - [N/A] 3333682589
 41058009 : Yae_ElementalBurst_TowerExplosion - [N/A] 3026842997
 41058010 : Yae_ElementalArt_Aim_Bullet - [N/A] 58619229
 41058011 : Yae_FoxTower_ThunderFall_Level1 - [N/A] 3956409717
 41058012 : Yae_FoxTower_ThunderFall_Level2 - [N/A] 3682999013
 41058013 : Yae_FoxTower_ThunderFall_Level3 - [N/A] 453752733
 41058014 : Yae_FoxTower_ThunderFall_Level4 - [N/A] 2116409469
 41059001 : Heizo_ElementalBurst_WindHole - [N/A] 1136512221
 41059002 : Heizo_ElementalBurst_Bullet - [N/A] 2136050845
 41060001 : Yelan_Arrow_01 - [N/A] 1100515357
 41060002 : Yelan_Arrow_02 - [N/A] 425413829
 41060003 : Yelan_Arrow_03 - [N/A] 1418082045
 41060004 : Yelan_Arrow_04 - [N/A] 2813093829
 41060005 : Yelan_Arrow_05 - [N/A] 4212124981
 41060006 : Yelan_Arrow_06 - [N/A] 1047961597
 41060007 : Yelan_AimingArrow_WithoutWater - [N/A] 2495514933
 41060008 : Yelan_AimingArrow_WithWater - [N/A] 2750554341
 41060009 : Yelan_AimingArrow_Sneak - [N/A] 1689889797
 41060010 : Yelan_ElementalArt_QuietStep_Bullet - [N/A] 1905126261
 41060011 : Yelan_ElementalBurst_Dice - [N/A] 2397795397
 41060012 : Yelan_ElementalBurst_Dice_Bullet_01 - [N/A] 3515473957
 41060013 : Yelan_ElementalBurst_Dice_Bullet_02 - [N/A] 3247664933
 41060014 : Yelan_ElementalBurst_Dice_Bullet_03 - [N/A] 3748936597
 41060015 : Yelan_AimingArrow_Sneak_Extra_01 - [N/A] 1510876029
 41060016 : Yelan_AimingArrow_Sneak_Extra_02 - [N/A] 613716037
 41060017 : Yelan_ElementalBurst_Dice_Bullet_Extra - [N/A] 3187059981
 41062001 : Aloy_Arrow_01_01 - [N/A] 2540176597
 41062002 : Aloy_Arrow_01_02 - [N/A] 2510105301
 41062003 : Aloy_Arrow_02 - [N/A] 2532993149
 41062004 : Aloy_Arrow_03 - [N/A] 2933011573
 41062005 : Aloy_Arrow_04 - [N/A] 2514446485
 41062006 : Aloy_AimingArrow_WithoutIce - [N/A] 1434326021
 41062007 : Aloy_AimingArrow_WithIce - [N/A] 2634288837
 41062009 : Aloy_ElementalArt_NoEnemy - [N/A] 2478018757
 41062010 : Aloy_ElementalArt - [N/A] 247007381
 41062011 : Aloy_ElementalBurst - [N/A] 4176895941
 41062020 : Aloy_ElementalArt_TriggerBullet - [N/A] 3415794597
 41062021 : Aloy_ElementalArt_TriggerAttack - [N/A] 404194181
 41063001 : Shenhe_ExtraAttack_Bullet - [N/A] 3114476781
 41063002 : Shenhe_ElementalArt_Bullet - [N/A] 1762866077
 41063003 : Shenhe_Shadow - [N/A] 2625233317
 41064011 : Yunjin_ExtraAttack_Bullet - [N/A] 2049513021
 41065001 : Shinobu_ElementalArt_RotateBullet - [N/A] 1390746413
 41065002 : Shinobu_ElementalBurst_Gadget - [N/A] 234878861
 41065003 : SkillObj_Shinobu_Constellation_Bullet - [N/A] 303132389
 41066001 : Ayato_ElementalArt_Gadget - [N/A] 2297405981
 41066002 : Ayato_ElementalBurst_Gadget - [N/A] 1223107389
 41066003 : Ayato_ElementalBurst_Gadget_1 - [N/A] 3073448765
 41066004 : Ayato_ExtraAttack_Bullet - [N/A] 2802309909
 41066005 : Ayato_Talent_Gadget - [N/A] 3789624477
 41067001 : Collei_Arrow_01 - [N/A] 2320557077
 41067002 : Collei_Arrow_02 - [N/A] 4242508813
 41067003 : Collei_Arrow_03 - [N/A] 787293781
 41067004 : Collei_Arrow_04 - [N/A] 1769457317
 41067006 : Collei_AimingArrow_WithoutGrass - [N/A] 3597942149
 41067007 : Collei_AimingArrow_WithGrass - [N/A] 3330778189
 41067011 : Collei_ElementalArt_Bullet - [N/A] 427266685
 41067012 : Collei_ElementalArt_Dummy - [N/A] 1246447469
 41067021 : Collei_ElementalBurst_Dummy - [N/A] 3386631661
 41067022 : Collei_ElementalBurst_Dummy_Cat - [N/A] 1058192885
 41067023 : Collei_ElementalBurst_Dummy_Throw - [N/A] 3907866069
 41067024 : Collei_ElementalBurst_Dummy_Cat_Talent - [N/A] 3578186605
 41068001 : Dori_ChargingStation - [N/A] 4191790933
 41068002 : Dori_ElementalArt_Bullet - [N/A] 1610663317
 41068003 : Dori_ElementalArt_SubBullet - [N/A] 3590415861
 41068004 : Dori_ChargingStation_Bullet - [N/A] 2005938549
 41068005 : Dori_ElementalArt_Constellation_Bullet - [N/A] 375776477
 41069001 : Tighnari_Arrow_01 - [N/A] 1180795917
 41069002 : Tighnari_Arrow_02 - [N/A] 432759597
 41069003 : Tighnari_Arrow_03 - [N/A] 1736687005
 41069004 : Tighnari_Arrow_04 - [N/A] 1282895357
 41069011 : Tighnari_AimingArrow_NoGrass - [N/A] 3779041973
 41069012 : Tighnari_AimingArrow_WithGrass - [N/A] 1137313813
 41069013 : Tighnari_AimingArrow_BeforeFission - [N/A] 2632527645
 41069014 : Tighnari_AimingArrow_Fission - [N/A] 1037301501
 41069015 : Tighnari_AimingArrow_Fission_Talent - [N/A] 52986853
 41069020 : Tighnari_ElementalArt_Bullet - [N/A] 4269203261
 41069021 : Tighnari_ElementalArt_CenterGadget - [N/A] 4076548869
 41069022 : Tighnari_ElementalArt_TauntGadget - [N/A] 272279261
 41069023 : Tighnari_ExtraAttack_Count - [N/A] 1940481045
 41069031 : Tighnari_ElementalBurst_BulletTrigger - [N/A] 2909266293
 41069032 : Tighnari_ElementalBurst_TrackBullet1 - [N/A] 1729328029
 41069033 : Tighnari_ElementalBurst_TrackBullet2 - [N/A] 2434002693
 41070014 : Nilou_Burst_Attacker - [N/A] 3127367765
 41070016 : Nilou_Water_Bubble_Bullet - [N/A] 1055478245
 41071001 : Cyno_ElementalArt_Blade - [N/A] 2430063357
 41071002 : Cyno_ElementalArt_Bullet - [N/A] 2458104749
 41071003 : Cyno_ExtraAttack_Bullet - [N/A] 3979983133
 41071004 : Cyno_BurstMode_ExtraAttack_Bullet - [N/A] 2523634837
 41071005 : Cyno_Constellation_6_Blade - [N/A] 1026473317
 41072001 : Candace_ExtraAttack_Bullet - [N/A] 833516309
 41073001 : Nahida_ExtraAttack_Gadget - [N/A] 1627774069
 41073002 : Nahida_ElementalBurst_Hollow - [N/A] 336602333
 41074001 : Layla_ElementalArt_Gadget - [N/A] 434687053
 41074002 : Layla_ElementalArt_Bullet1 - [N/A] 3231140469
 41074011 : Layla_ElementalBurst_Gadget - [N/A] 1502887133
 41074012 : Layla_ElementalBurst_Bullet1 - [N/A] 3841501461
 41075001 : Wanderer_ElementalArt_Bullet_1 - [N/A] 1892331733
 41075002 : Wanderer_ElementalArt_Bullet_2 - [N/A] 49084829
 41075003 : Wanderer_ElementalArt_Bullet_3 - [N/A] 524343197
 41075004 : Wanderer_ElementalArt_Bullet_4 - [N/A] 3519804997
 41075005 : Wanderer_ElementalArt_Bullet_HoverDash - [N/A] 1438016189
 41075006 : Wanderer_ElementalArt_Bullet_1_Extra - [N/A] 4105625733
 41075007 : Wanderer_ElementalArt_Bullet_2_Extra - [N/A] 1789099269
 41075008 : Wanderer_ElementalArt_Bullet_3_Extra - [N/A] 4129112989
 41075009 : Wanderer_ElementalArt_Bullet_4_Extra - [N/A] 2343771445
 41075101 : Wanderer_NormalAttack_Bullet_1 - [N/A] 2086747605
 41075102 : Wanderer_NormalAttack_Bullet_2 - [N/A] 2748090901
 41075103 : Wanderer_NormalAttack_Bullet_3 - [N/A] 3033472701
 41075104 : Wanderer_NormalAttack_Bullet_4 - [N/A] 3716807557
 41075201 : Wanderer_ElementalBurst_Bullet - [N/A] 2148394605
 41075301 : Wanderer_ElementalArt_Ring - [N/A] 3263304293
 41076001 : Faruzan_Arrow_01 - [N/A] 3747679773
 41076002 : Faruzan_Arrow_02 - [N/A] 959522781
 41076003 : Faruzan_Arrow_03 - [N/A] 557772461
 41076004 : Faruzan_Arrow_04 - [N/A] 3464976741
 41076005 : Faruzan_Arrow_05 - [N/A] 3162206141
 41076006 : Faruzan_Arrow_06 - [N/A] 4135663933
 41076007 : Faruzan_AimingArrow_Wind - [N/A] 2243739261
 41076008 : Faruzan_AimingArrow_WithoutWind - [N/A] 2561499333
 41076009 : Faruzan_Wind_Arashi - [N/A] 826746797
 41076010 : Faruzan_Aim_TrackBullet - [N/A] 1691849813
 41076011 : Faruzan_WindBlackHole - [N/A] 1904100197
 41076012 : Faruzan_ElementalBurst_Gadget - [N/A] 2298170037
 41076013 : Faruzan_Constellation6_Bullet - [N/A] 1903046925
 41076014 : Faruzan_Constellation6_Bullet_Trigger - [N/A] 1339949197
 41076015 : Faruzan_SkillObj_WindZone_Hit - [N/A] 3244892205
 41077001 : Yaoyao_ExtraAttack_Bullet - [N/A] 1175812701
 41077002 : Yaoyao_ElementalArt_Rabbit - [N/A] 486672549
 41077003 : Avatar_Yaoyao_Turnip_Bullet - [N/A] 358099181
 41077004 : Avatar_Yaoyao_Turnip - [N/A] 3130731581
 41077005 : Yaoyao_ElementalArt_Rabbit_Throw - [N/A] 4187909685
 41077006 : Yaoyao_ElementalBurst_Rabbit_Throw - [N/A] 371097277
 41077007 : Yaoyao_ElementalBurst_Rabbit - [N/A] 3384056949
 41077008 : Avatar_Yaoyao_Turnip_Bullet_Parabola - [N/A] 3536110237
 41077009 : Yaoyao_ElementalBurst_Rabbit_Throw_Pre - [N/A] 1584764237
 41077010 : Yaoyao_ElementalArt_Rabbit_Throw_Short - [N/A] 502899525
 41077011 : Avatar_Yaoyao_Golden_Turnip_Bullet - [N/A] 3865826597
 41077012 : Avatar_Yaoyao_Golden_Turnip - [N/A] 1158403509
 41077013 : Yaoyao_ElementalBurst_Rabbit_Throw_Pre_BulletTrigger - [N/A] 3263422261
 41078001 : Alhatham_ElementalArt_Bullet - [N/A] 1364000445
 41078002 : Alhatham_ElementalArt_CoAttack03_Bullet - [N/A] 64191325
 41078003 : Alhatham_ElementalArt_CoAttack01 - [N/A] 470585117
 41078004 : Alhatham_ElementalArt_CoAttack02 - [N/A] 3787294741
 41078005 : Alhatham_ElementalArt_CoAttack03 - [N/A] 1744412269
 41078006 : Alhatham_ElementalArt_CoAttack01_Constellation_1 - [N/A] 2252179381
 41078007 : Alhatham_ElementalArt_CoAttack02_Constellation_1 - [N/A] 1560682061
 41078008 : Alhatham_ElementalArt_CoAttack03_Constellation_1 - [N/A] 4103662077
 41078011 : Alhatham_ElementalBurst_Dummy - [N/A] 2022817589
 41079001 : Dehya_ElementalArt_Grave - [N/A] 2060931093
 41079002 : Dehya_ElementalArt_Grave_Bullet - [N/A] 3919886357
 41080001 : Mika_ElementalArt_Bullet_Main - [N/A] 887217173
 41080002 : Mika_ElementalArt_Bullet_Sub - [N/A] 4026839589
 41080003 : Mika_ExtraAttack_Bullet - [N/A] 3808667317
 41080004 : Mika_ElementalArt_Bullet_Main_NoTarget - [N/A] 888172309
 41080005 : Mika_Sub_Bullet_Creator - [N/A] 2502861685
 41080006 : Mika_ElementalArt_Bullet_Main_Short - [N/A] 2046868797
 41081001 : Kaveh_Chest - [N/A] 1360249125
 41082006 : Baizhuer_ExtraAttack_Gadget - [N/A] 1826357805
 41082011 : Baizhuer_ElementalArt_Bullet_01 - [N/A] 913673853
 41082012 : Baizhuer_ElementalArt_Bullet_02 - [N/A] 2896581293
 41082013 : Baizhuer_ElementalArt_Bullet_03 - [N/A] 428414693
 41082014 : Baizhuer_ElementalArt_Bullet_04 - [N/A] 3763458165
 41082021 : Baizhuer_ElementalBurst_Bullet_01 - [N/A] 3378144893
 41082022 : Baizhuer_ElementalBurst_Bullet_02 - [N/A] 1619217973
 42000001 : Fishing_Aim_Bullet - [N/A] 948791589
 42000002 : Fishing_Cork - [N/A] 3201528309
 42001001 : Slime_IceCone_AimPoint - [N/A] 4070709791
 42001002 : Slime_RockThrow - [N/A] 839693559
 42001003 : Slime_Bubble - [N/A] 2921364359
 42001004 : Slime_IceCone - [N/A] 17497343
 42001005 : Slime_IceFog - [N/A] 3172042327
 42001006 : Slime_Current - [N/A] 2222839255
 42001007 : Slime_AirAtk - [N/A] 1485916151
 42001010 : Slime_WindZone_02 - [N/A] 2524507631
 42001011 : Slime_WindZone_03 - [N/A] 3624138655
 42001012 : Slime_Seed - [N/A] 449673527
 42001013 : Slime_SeedAtk - [N/A] 2972513455
 42001014 : Slime_SeedGrow - [N/A] 4026115207
 42001015 : Slime_SeedFloat - [N/A] 3953274839
 42001016 : Slime_Airflow - [N/A] 4065000191
 42001017 : Slime_FireTrail - [N/A] 4179552743
 42001018 : Slime_SelfExplosion_01 - [N/A] 2814602847
 42001019 : Slime_SelfExplosion_02 - [N/A] 2092918039
 42001020 : Slime_SelfExplosion_03 - [N/A] 2589631063
 42001021 : Slime_Bubble_Bounce - [N/A] 2000520703
 42001022 : Slime_Bubble_Float - [N/A] 3129183887
 42001023 : Slime_AirAtk - [N/A] 4085426607
 42001024 : Slime_Bubble - [N/A] 3003703511
 42001025 : Slime_AirAtk - [N/A] 3185959391
 42002001 : Elemental_AirflowField - [N/A] 1524215367
 42002002 : Elemental_EarthWrath - [N/A] 3887366191
 42002003 : Elemental_Airflow - [N/A] 4067597071
 42002101 : Elemental_ElectircRebornPart - [N/A] 3699394479
 42003001 : Cicin_ElectricBall - [N/A] 4172968775
 42003002 : Cicin_BlinkPoint - [N/A] 2685805335
 42003003 : Cicin_ThunderEnergy - [N/A] 517556175
 42003004 : Cicin_WaterBall - [N/A] 176355711
 42004001 : Effigy_ElectricBarrage - [N/A] 1862299495
 42004002 : Effigy_ElectricBullet - [N/A] 1436832183
 42004003 : Effigy_ElectricBarrageEmitter - [N/A] 3500398415
 42004004 : Effigy_ElectricDefenceCentre - [N/A] 2131674943
 42004005 : Effigy_ElectricDefencePart - [N/A] 1372749815
 42004006 : Effigy_InitialPos - [N/A] 3853630839
 42004007 : Effigy_DefencePartCurrent - [N/A] 3682037991
 42004008 : Effigy_ThunderDrop - [N/A] 2591316943
 42004009 : Effigy_AreaAtkLaser - [N/A] 2307164559
 42004010 : Effigy_RebornPart - [N/A] 553206135
 42004011 : Effigy_CreateRebornPart - [N/A] 4289134703
 42004012 : Effigy_RushPos - [N/A] 2114906359
 42004013 : Effigy_Electric_Elite_Pile - [N/A] 1930769071
 42004014 : Effigy_Electric_Elite_ChargeBullet - [N/A] 291974303
 42004015 : Effigy_Electric_Elite_ElectricBullet - [N/A] 301743375
 42004016 : Effigy_Electric_Elite_RebornPartSmall - [N/A] 3193259967
 42004017 : Effigy_Electric_Elite_RebornPartNorm - [N/A] 2512864407
 42004018 : Effigy_Electric_Elite_RebornPartBig - [N/A] 1521628551
 42004019 : Effigy_Electric_Elite_ChargeBullet2Avatar - [N/A] 3814223991
 42004020 : Effigy_Electric_Elite_EffectElectricBullet - [N/A] 3060845423
 42004101 : Effigy_WindFall - [N/A] 666836343
 42004102 : Effigy_WindFallPosition - [N/A] 158332191
 42004103 : Effigy_AirFlow - [N/A] 3752727951
 42004104 : Effigy_TornadoEmitter - [N/A] 3243901455
 42004105 : Effigy_StaticElementBall_Wind - [N/A] 3034273215
 42004106 : Effigy_StaticElementBall_Fire - [N/A] 3974381663
 42004107 : Effigy_StaticElementBall_Electric - [N/A] 3840222999
 42004108 : Effigy_StaticElementBall_Water - [N/A] 857900543
 42004109 : Effigy_StaticElementBall_Ice - [N/A] 2258879591
 42004110 : Effigy_ElementBall_Wind - [N/A] 1141743879
 42004111 : Effigy_ElementBall_Fire - [N/A] 655210743
 42004112 : Effigy_ElementBall_Electric - [N/A] 258046535
 42004113 : Effigy_ElementBall_Water - [N/A] 245682463
 42004114 : Effigy_ElementBall_Ice - [N/A] 1855510295
 42004115 : Effigy_AirGunCentre - [N/A] 1946612663
 42004116 : Effigy_EffectAirGun - [N/A] 2244581023
 42004117 : Effigy_AirGun - [N/A] 3416549551
 42004118 : Effigy_Tornado - [N/A] 248272039
 42004119 : Effigy_ElementBall_Wind_Reborn - [N/A] 3110515311
 42004120 : Effigy_AirFlow_Reborn - [N/A] 2519891447
 42004121 : Effigy_StaticElementBall_Wind_Reborn - [N/A] 1275676567
 42004122 : Effigy_WindBlade - [N/A] 4120835831
 42004123 : Effigy_WindBladePos - [N/A] 3026314711
 42004124 : Effigy_AirBlade - [N/A] 1391385255
 42004125 : Effigy_EnergyAbsorbPos - [N/A] 4138642159
 42004126 : Effigy_Wind_Elite_AirBlade - [N/A] 1264680383
 42004127 : Effigy_Wind_Elite_EffectAirGun - [N/A] 3107987487
 42004128 : Effigy_Wind_Elite_AirGun - [N/A] 3589359183
 42004129 : Effigy_Wind_Elite_EffectAirGunAOE - [N/A] 928541751
 42004130 : Effigy_Wind_Elite_AirGunAOE - [N/A] 2784442215
 42004131 : Effigy_Wind_Elite_WindFall - [N/A] 2425094895
 42004132 : Effigy_Wind_Elite_WindFallPile - [N/A] 337835399
 42004133 : Effigy_Wind_Elite_DynamicElementBall_Reborn - [N/A] 1764251679
 42004134 : Effigy_Wind_Elite_Tornado - [N/A] 166787775
 42004135 : Effigy_Wind_Elite_WindFallPosition - [N/A] 3340155135
 42004136 : Effigy_Wind_Elite_AirFlow - [N/A] 3783628639
 42004201 : Effigy_StonePillar - [N/A] 2351269615
 42004202 : Effigy_RockHeart - [N/A] 4014223535
 42004203 : Effigy_StoneBall - [N/A] 3513741991
 42004204 : Effigy_RockFall - [N/A] 3583996151
 42004205 : Effigy_RockShield - [N/A] 2683780127
 42004206 : Effigy_Spike - [N/A] 169265199
 42004207 : Effigy_SpikeDamage - [N/A] 1178909399
 42004208 : Effigy_ChargeAtkWave - [N/A] 3522703607
 42004209 : Effigy_EffectStoneBall - [N/A] 2669046607
 42004210 : Effigy_RockLaser - [N/A] 3473244143
 42004211 : Effigy_RockFallZone - [N/A] 3145060463
 42004212 : Effigy_RebornPillar - [N/A] 3517274559
 42004213 : Effigy_Rock_Elite_ShieldCreate - [N/A] 3530367247
 42004214 : Effigy_Rock_Elite_RockShield - [N/A] 1805944271
 42004215 : Effigy_Rock_Elite_CrystalSeed_Trigger - [N/A] 2128673975
 42004216 : Effigy_Rock_Elite_CrystalSeed_TriggerSpecial - [N/A] 2846192343
 42004217 : Effigy_Rock_Elite_CrystalSeed - [N/A] 3191328767
 42004218 : Effigy_Rock_Elite_InitialPos - [N/A] 4216846775
 42004219 : Effigy_Rock_Elite_StoneStormPile - [N/A] 2953282287
 42004220 : Effigy_Rock_Elite_StoneBall - [N/A] 3371263487
 42004221 : Effigy_Rock_Elite_StoneStormBullet - [N/A] 3456106863
 42004222 : Effigy_Rock_Elite_StoneBallEnergyBullet - [N/A] 480069471
 42004223 : Effigy_Rock_Elite_Spike - [N/A] 567251391
 42004224 : Effigy_Rock_Elite_SpikeLast - [N/A] 3872523087
 42004225 : Effigy_Rock_Elite_ShieldCreateSpecial - [N/A] 3136556343
 42004401 : Bullet_Effigy_Ice_RangeAtk_Bullet - [N/A] 3995324063
 42004402 : Bullet_Effigy_Ice_RangeAtk_Shield - [N/A] 3926807671
 42004403 : Bullet_Effigy_Ice_NeedleSpinningShoot_Bullet - [N/A] 108995679
 42004404 : Bullet_Effigy_Ice_Revive_IceBarrage_Bullet - [N/A] 1543786847
 42004405 : Bullet_Effigy_Ice_Revive_NeedleAttack_Needle - [N/A] 3843572887
 42004406 : Bullet_Effigy_Ice_Revive_IceBarrage_Bullet02 - [N/A] 3671819879
 42004407 : Bullet_Effigy_Ice_SpikeStrike_Attack - [N/A] 470438063
 42004408 : Bullet_Effigy_Ice_Revive_SpikeAttack_FanShaped_Launcher - [N/A] 1150678495
 42004409 : Bullet_Effigy_Ice_Revive_SpikeAttack_FanShaped_Attack - [N/A] 860348375
 42004410 : Bullet_Effigy_Ice_Revive_IceBarrage_BulletOnGround - [N/A] 742523015
 42004411 : Bullet_Effigy_Ice_Revive_IceBarrage_BulletKicked - [N/A] 1750740799
 42004412 : Bullet_Effigy_Ice_Revive_IceWall - [N/A] 2504177255
 42004413 : Bullet_Effigy_Ice_Revive_IceWall02 - [N/A] 4209246391
